Date and Time,Configuration,Temperature,Reasoning,Prompt,Answer Relevancy (Avg),Correctness (Avg),Faithfulness (Avg),Hallucination (Avg),Specific Information Accuracy (Avg),Answer Relevancy (GPT-4o),Answer Relevancy (Sonnet3.5),Correctness (GPT-4o),Correctness (Sonnet3.5),Faithfulness (GPT-4o),Faithfulness (Sonnet3.5),Hallucination (GPT-4o),Hallucination (Sonnet3.5),Specific Information Accuracy (GPT-4o),Specific Information Accuracy (Sonnet3.5)
2025-03-20 17:25:24,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_2_FLASH,0.2,None,prompt_with_quotes_v.a.txt,56.41,57.7,91.03,57.69,71.8,58.97,53.85,53.85,61.54,89.74,92.31,46.15,69.23,69.23,74.36
2025-03-20 21:23:42,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_2_FLASH,0.2,None,prompt_with_quotes_v.b.txt,62.82,47.44,85.9,62.82,61.54,64.1,61.54,41.03,53.85,94.87,76.92,51.28,74.36,61.54,61.54
2025-03-20 22:00:30,GENAI_SHARED_AZURE_OPENAI_GPT_4_OMNI,0.0,None,prompt_with_quotes_v.a.txt,70.52,75.64,94.88,62.82,76.92,61.54,79.49,74.36,76.92,97.44,92.31,46.15,79.49,82.05,71.79
2025-03-20 22:11:54,GENAI_SHARED_AZURE_OPENAI_GPT_4_OMNI,0.0,None,prompt_with_quotes_v.b.txt,67.95,58.97,91.03,61.53,67.95,66.67,69.23,53.85,64.1,94.87,87.18,46.15,76.92,74.36,61.54
2025-03-20 22:23:22,GENAI_SHARED_AZURE_OPENAI_GPT_4_OMNI,0.2,None,prompt_with_quotes_v.a.txt,67.94,71.8,93.59,64.1,78.21,58.97,76.92,66.67,76.92,92.31,94.87,48.72,79.49,84.62,71.79
2025-03-20 22:34:40,GENAI_SHARED_AZURE_OPENAI_GPT_4_OMNI,0.2,None,prompt_with_quotes_v.b.txt,65.38,52.56,88.46,61.54,65.39,56.41,74.36,46.15,58.97,94.87,82.05,43.59,79.49,61.54,69.23
2025-03-20 22:57:59,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_15_PRO,0.0,None,prompt_with_quotes_v.a.txt,64.11,48.72,89.74,62.82,65.38,61.54,66.67,46.15,51.28,89.74,89.74,46.15,79.49,71.79,58.97
2025-03-21 09:18:57,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_15_PRO,0.0,None,prompt_rodes.txt,69.23,51.28,93.59,71.8,60.25,71.79,66.67,46.15,56.41,94.87,92.31,53.85,89.74,61.54,58.97
2025-03-21 09:31:25,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_15_PRO,0.0,None,prompt_with_quotes_v.b.txt,62.82,53.84,92.31,56.41,69.23,56.41,69.23,46.15,61.54,97.44,87.18,43.59,69.23,71.79,66.67
2025-03-21 09:43:45,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_15_PRO,0.2,None,previous_user_template.v2.txt,60.25,46.16,91.03,61.54,61.54,56.41,64.1,43.59,48.72,92.31,89.74,48.72,74.36,61.54,61.54
2025-03-21 09:56:25,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_15_PRO,0.2,None,prompt_chain_of_thought.txt,61.54,52.56,85.9,73.08,61.53,61.54,61.54,46.15,58.97,94.87,76.92,61.54,84.62,64.1,58.97
2025-03-21 10:08:29,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_15_PRO,0.2,None,prompt_rtf.txt,62.82,65.38,89.75,75.64,69.23,58.97,66.67,64.1,66.67,87.18,92.31,61.54,89.74,69.23,69.23
2025-03-21 10:20:46,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_15_PRO,0.2,None,current_user_template.txt,75.64,52.56,91.03,64.11,55.13,74.36,76.92,48.72,56.41,94.87,87.18,43.59,84.62,56.41,53.85
2025-03-21 10:59:12,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_15_PRO,0.2,None,prompt_risen.txt,70.51,65.39,89.75,70.51,65.38,69.23,71.79,61.54,69.23,94.87,84.62,58.97,82.05,64.1,66.67
2025-03-21 11:13:03,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_15_PRO,0.2,None,previous_user_template.txt,74.36,58.97,93.59,60.25,74.36,71.79,76.92,58.97,58.97,92.31,94.87,46.15,74.36,74.36,74.36
2025-03-21 11:25:29,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_15_PRO,0.2,None,prompt_with_quotes_v.a.txt,71.79,51.28,85.89,62.82,67.94,64.1,79.49,48.72,53.85,82.05,89.74,43.59,82.05,76.92,58.97
2025-03-21 11:37:39,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_15_PRO,0.2,None,prompt_rodes.txt,71.79,47.44,96.16,62.83,61.54,79.49,64.1,43.59,51.28,97.44,94.87,41.03,84.62,69.23,53.85
2025-03-21 11:53:52,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_15_PRO,0.2,None,prompt_with_quotes_v.b.txt,57.69,57.69,91.03,61.54,67.94,56.41,58.97,51.28,64.1,97.44,84.62,48.72,74.36,71.79,64.1
2025-03-21 12:04:42,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_15_FLASH,0.0,None,previous_user_template.v2.txt,55.13,51.28,96.16,57.69,61.54,48.72,61.54,43.59,58.97,94.87,97.44,38.46,76.92,66.67,56.41
2025-03-21 12:18:19,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_15_FLASH,0.0,None,prompt_chain_of_thought.txt,64.1,43.59,93.59,73.08,50.0,64.1,64.1,41.03,46.15,94.87,92.31,58.97,87.18,46.15,53.85
2025-03-21 12:28:41,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_15_FLASH,0.0,None,prompt_rtf.txt,69.23,52.56,92.31,73.08,56.41,66.67,71.79,43.59,61.54,94.87,89.74,58.97,87.18,56.41,56.41
2025-03-21 12:39:12,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_15_FLASH,0.0,None,current_user_template.txt,73.08,61.53,93.59,62.82,65.39,69.23,76.92,58.97,64.1,92.31,94.87,51.28,74.36,61.54,69.23
2025-03-21 12:49:44,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_15_FLASH,0.0,None,prompt_risen.txt,69.23,51.28,85.9,73.08,62.82,69.23,69.23,41.03,61.54,84.62,87.18,61.54,84.62,64.1,61.54
2025-03-21 13:00:16,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_15_FLASH,0.0,None,previous_user_template.txt,78.2,52.56,96.16,69.23,67.95,76.92,79.49,51.28,53.85,97.44,94.87,53.85,84.62,66.67,69.23
2025-03-21 15:30:45,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_15_FLASH,0.0,None,prompt_rodes.txt,69.23,50.0,92.31,66.67,51.28,69.23,69.23,38.46,61.54,89.74,94.87,48.72,84.62,41.03,61.54
2025-03-21 15:47:24,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_15_FLASH,0.2,None,previous_user_template.v2.txt,53.84,52.56,97.44,52.56,62.82,51.28,56.41,43.59,61.54,97.44,97.44,30.77,74.36,69.23,56.41
2025-03-21 15:58:05,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_15_FLASH,0.2,None,prompt_chain_of_thought.txt,64.11,46.15,89.75,67.95,51.28,61.54,66.67,46.15,46.15,97.44,82.05,53.85,82.05,43.59,58.97
2025-03-21 16:08:44,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_15_FLASH,0.2,None,prompt_rtf.txt,64.1,47.44,88.46,70.52,69.23,58.97,69.23,35.9,58.97,89.74,87.18,56.41,84.62,69.23,69.23
2025-03-21 16:19:28,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_15_FLASH,0.2,None,current_user_template.txt,73.08,57.69,96.16,61.54,67.95,71.79,74.36,51.28,64.1,94.87,97.44,48.72,74.36,69.23,66.67
2025-04-16 18:21:54,GENAI_SHARED_VERTEXAI_ANTHROPIC_CLAUDE_37_SONNET,0.0,None,previous_user_template.v2.txt,43.59,80.77,85.9,70.51,88.46,46.15,41.03,74.36,87.18,87.18,84.62,58.97,82.05,87.18,89.74
2025-04-16 20:03:14,GENAI_SHARED_VERTEXAI_ANTHROPIC_CLAUDE_37_SONNET,0.0,None,current_user_template.txt,48.72,82.05,88.47,71.8,78.2,48.72,48.72,69.23,94.87,92.31,84.62,56.41,87.18,74.36,82.05
2025-04-17 13:02:47,GENAI_SHARED_VERTEXAI_ANTHROPIC_CLAUDE_37_SONNET,0.0,None,previous_user_template.txt,48.72,78.21,93.59,78.2,85.9,53.85,43.59,71.79,84.62,94.87,92.31,61.54,94.87,79.49,92.31
2025-05-07 11:46:04,GENAI_SHARED_VERTEXAI_ANTHROPIC_CLAUDE_37_SONNET,0.2,None,previous_user_template.v2.txt,52.56,83.34,84.62,73.08,91.03,61.54,43.59,82.05,84.62,84.62,84.62,58.97,87.18,92.31,89.74
2025-05-07 12:39:05,GENAI_SHARED_VERTEXAI_ANTHROPIC_CLAUDE_37_SONNET,0.2,None,current_user_template.txt,44.87,88.46,88.46,73.08,88.46,46.15,43.59,87.18,89.74,94.87,82.05,58.97,87.18,94.87,82.05
2025-05-07 14:01:00,GENAI_SHARED_VERTEXAI_ANTHROPIC_CLAUDE_37_SONNET,0.2,None,previous_user_template.txt,43.59,84.62,89.74,79.49,92.31,46.15,41.03,82.05,87.18,89.74,89.74,66.67,92.31,92.31,92.31
2025-05-07 14:52:37,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_15_FLASH,0.2,None,previous_user_template.txt,78.2,67.95,92.31,69.23,82.06,82.05,74.36,66.67,69.23,92.31,92.31,53.85,84.62,79.49,84.62
2025-05-09 16:20:23,GENAI_SHARED_AZURE_OPENAI_O1,0.0,None,previous_user_template.v2.txt,76.92,69.23,91.03,71.8,80.77,76.92,76.92,66.67,71.79,87.18,94.87,53.85,89.74,79.49,82.05
2025-05-09 17:17:00,GENAI_SHARED_AZURE_OPENAI_O1,0.0,None,current_user_template.txt,66.67,82.05,93.59,76.92,84.62,71.79,61.54,76.92,87.18,94.87,92.31,56.41,97.44,87.18,82.05
2025-05-13 12:49:29,GENAI_SHARED_AZURE_OPENAI_O1,0.0,None,previous_user_template.txt,70.52,71.79,97.44,62.82,93.59,66.67,74.36,64.1,79.49,97.44,97.44,46.15,79.49,92.31,94.87
2025-06-23 16:05:28,GENAI_SHARED_VERTEXAI_ANTHROPIC_CLAUDE_4_SONNET,0.2,None,previous_user_template.v2.txt,48.72,82.06,87.18,76.92,92.31,43.59,53.85,79.49,84.62,87.18,87.18,58.97,94.87,92.31,92.31
2025-06-23 17:37:20,GENAI_SHARED_VERTEXAI_ANTHROPIC_CLAUDE_4_SONNET,0.2,None,current_user_template.txt,38.46,83.34,89.75,76.92,83.33,38.46,38.46,79.49,87.18,87.18,92.31,61.54,92.31,89.74,76.92
2025-06-23 18:51:53,GENAI_SHARED_VERTEXAI_ANTHROPIC_CLAUDE_4_SONNET,0.2,None,previous_user_template.txt,42.31,84.62,91.03,79.49,91.03,41.03,43.59,84.62,84.62,97.44,84.62,66.67,92.31,94.87,87.18
2025-06-23 19:46:54,GENAI_SHARED_AZURE_OPENAI_GPT_41_NANO,0.2,None,previous_user_template.v2.txt,56.41,70.52,96.16,66.66,87.18,56.41,56.41,66.67,74.36,94.87,97.44,51.28,82.05,89.74,84.62
2025-06-23 20:50:13,GENAI_SHARED_AZURE_OPENAI_GPT_41_NANO,0.2,None,current_user_template.txt,56.41,69.23,93.59,75.64,73.08,58.97,53.85,61.54,76.92,92.31,94.87,58.97,92.31,71.79,74.36
2025-06-24 13:20:57,GENAI_SHARED_AZURE_OPENAI_GPT_41_NANO,0.2,None,previous_user_template.txt,65.38,57.69,87.18,69.23,78.2,64.1,66.67,51.28,64.1,89.74,84.62,58.97,79.49,79.49,76.92
2025-06-24 16:21:22,GENAI_SHARED_AZURE_OPENAI_GPT_41,0.2,None,previous_user_template.v2.txt,69.23,73.08,97.44,67.95,83.34,69.23,69.23,69.23,76.92,94.87,100.0,51.28,84.62,84.62,82.05
2025-06-25 10:46:02,GENAI_SHARED_AZURE_OPENAI_GPT_41,0.2,None,current_user_template.txt,65.38,82.05,93.59,73.07,85.89,64.1,66.67,82.05,82.05,97.44,89.74,56.41,89.74,89.74,82.05
2025-06-26 13:04:12,GENAI_SHARED_AZURE_OPENAI_GPT_41,0.2,None,previous_user_template.txt,62.82,80.77,93.59,70.52,89.74,61.54,64.1,76.92,84.62,94.87,92.31,61.54,79.49,89.74,89.74
2025-06-26 15:53:51,GENAI_SHARED_AZURE_OPENAI_O4_MINI,0.2,None,previous_user_template.v2.txt,67.95,75.64,93.59,73.07,83.34,69.23,66.67,76.92,74.36,94.87,92.31,56.41,89.74,84.62,82.05
2025-06-27 11:29:01,GENAI_SHARED_AZURE_OPENAI_O4_MINI,0.2,None,previous_user_template.txt,74.36,83.34,93.59,66.67,85.9,71.79,76.92,79.49,87.18,92.31,94.87,48.72,84.62,87.18,84.62
2025-06-27 13:09:28,GENAI_SHARED_AZURE_OPENAI_O3,0.2,None,previous_user_template.v2.txt,75.64,66.67,88.47,69.23,78.2,76.92,74.36,61.54,71.79,84.62,92.31,53.85,84.62,76.92,79.49
2025-06-27 14:54:09,GENAI_SHARED_AZURE_OPENAI_O3,0.2,None,previous_user_template.txt,70.51,80.77,91.03,73.07,85.89,71.79,69.23,71.79,89.74,89.74,92.31,56.41,89.74,82.05,89.74
2025-06-27 17:40:34,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_25_PRO,0.2,None,previous_user_template.v2.txt,64.1,70.51,93.59,73.08,85.9,64.1,64.1,64.1,76.92,94.87,92.31,53.85,92.31,87.18,84.62
2025-06-27 18:55:36,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_25_PRO,0.2,None,previous_user_template.txt,62.82,82.05,93.59,73.08,91.03,61.54,64.1,74.36,89.74,94.87,92.31,61.54,84.62,94.87,87.18
2025-06-27 20:23:31,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_25_FLASH,0.2,None,previous_user_template.v2.txt,69.23,74.36,89.75,65.39,80.77,69.23,69.23,69.23,79.49,87.18,92.31,46.15,84.62,84.62,76.92
2025-06-27 22:01:38,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_25_FLASH,0.2,None,previous_user_template.txt,55.12,74.36,91.03,69.23,85.9,51.28,58.97,66.67,82.05,92.31,89.74,56.41,82.05,87.18,84.62
2025-07-02 12:38:09,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_25_PRO,0.2,high,previous_user_template.v2.txt,60.25,76.93,89.75,71.8,91.03,61.54,58.97,69.23,84.62,94.87,84.62,51.28,92.31,92.31,89.74
2025-07-02 13:17:12,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_25_PRO,0.2,high,previous_user_template.txt,62.82,82.05,89.74,71.8,88.46,66.67,58.97,71.79,92.31,89.74,89.74,58.97,84.62,89.74,87.18
2025-07-02 13:52:09,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_25_FLASH,0.2,high,previous_user_template.v2.txt,67.95,70.52,94.87,64.11,75.64,61.54,74.36,61.54,79.49,94.87,94.87,43.59,84.62,71.79,79.49
2025-07-02 14:34:52,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_25_FLASH,0.2,high,previous_user_template.txt,57.7,75.64,91.03,74.35,87.18,53.85,61.54,74.36,76.92,94.87,87.18,58.97,89.74,89.74,84.62
2025-07-02 16:09:30,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_25_PRO,0.2,low,previous_user_template.v2.txt,55.13,82.05,96.16,74.36,85.9,56.41,53.85,76.92,87.18,97.44,94.87,51.28,97.44,87.18,84.62
2025-07-02 17:06:45,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_25_PRO,0.2,low,previous_user_template.txt,57.69,76.93,92.31,75.64,87.18,58.97,56.41,69.23,84.62,97.44,87.18,61.54,89.74,87.18,87.18
2025-07-02 17:44:02,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_25_FLASH,0.2,low,previous_user_template.v2.txt,60.25,69.23,97.44,64.11,83.34,64.1,56.41,66.67,71.79,94.87,100.0,43.59,84.62,82.05,84.62
2025-07-02 18:34:38,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_25_FLASH,0.2,low,previous_user_template.txt,62.82,78.2,91.03,70.52,87.18,58.97,66.67,76.92,79.49,92.31,89.74,56.41,84.62,89.74,84.62
2025-07-03 12:15:11,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_25_PRO,0.2,medium,previous_user_template.v2.txt,67.94,76.92,92.31,70.51,88.46,64.1,71.79,71.79,82.05,94.87,89.74,51.28,89.74,89.74,87.18
2025-07-03 14:32:14,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_25_PRO,0.2,medium,previous_user_template.txt,62.82,78.21,88.47,76.92,87.18,58.97,66.67,69.23,87.18,92.31,84.62,64.1,89.74,89.74,84.62
2025-07-03 15:48:53,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_25_FLASH,0.2,medium,previous_user_template.v2.txt,66.66,67.95,89.75,64.11,80.77,64.1,69.23,61.54,74.36,87.18,92.31,43.59,84.62,82.05,79.49
2025-07-03 16:42:27,GENAI_SHARED_VERTEXAI_GOOGLE_GEMINI_25_FLASH,0.2,medium,previous_user_template.txt,66.66,74.36,89.75,69.23,88.46,58.97,74.36,66.67,82.05,92.31,87.18,53.85,84.62,87.18,89.74
